product_name,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,amperage,amperage_tier,voltage,country_of_origin,vehicle_service_type,Type
flo home g5 - level 2 electric vehicle (ev) charging station - 240 volt 30 amp - safety certified - 25 ft cable - indoor or outdoor - 5-yrs warranty - energy star certified,https://www.amazon.com/FLO-Home-G5-Electric-Certified/dp/B01MSJI6T4/ref=sr_1_188?dchild=1&qid=1633496542&s=automotive&sr=1-188,B01MSJI6T4,FLO,EV chargers,795,>400$,30,23850,0.30340666530377497,NA,FH-1-STA-G5-HY5G-FL1,24.6,20.1-40pound,6.9 x 7.6 x 17 inches,501-1000sq.inch,30 Amps,21-50AMP,240 Volts,Canada,All of the above,manual
primecom level 2 electric vehicle (ev) charger (220v / 240volt 16amp) portable evse smart electric car charger 30' 40' and 50 feet lengths (nema 14-30p 50 feet),https://www.amazon.com/PRIMECOM-Level-2-Electric-Vehicle-Charger/dp/B07B8W1FYL/ref=sr_1_198?dchild=1&qid=1633496594&s=automotive&sr=1-198,B07B8W1FYL,PRIMECOM,EV chargers,NA,NA,30,0,0,NA,NA,6,5.1-10pound,10 x 5 x 2 inches,51-100sq.inch,16 Amps,0-20AMP,220 Volts,NA,"Works with all brand EVs & PHEVs : Plug-in Hybrid Vehicles. ie: TESLA, BOLT, VOLT, LEAF, FIAT, BMW, FOCUS, PRIUS, e-Golf, RAV4, Mercedes, HONDA and many more",manual
besenergy ev charger level 2 j1772 home 220v-240v ip65 10/16a portable charge station compatible with all ev cars,https://www.amazon.com/BESENERGY-Charger-220V-240V-Portable-Compatible/dp/B09GLSJGVN/ref=sr_1_200?dchild=1&qid=1633496594&s=automotive&sr=1-200,B09GLSJGVN,BESENERGY,EV chargers,100,51-100$,30,3000,0.03816436041556918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual
flo home x5 carbon - level 2 electric vehicle (ev) smart charging station - 240 volt 30 amp - safety certified - 25 ft cable - indoor or outdoor - energy-star certified - 5-yrs warranty,https://www.amazon.com/FLO-Home-X5-Carbon-Certified/dp/B07HFCGY93/ref=sr_1_216?dchild=1&qid=1633496594&s=automotive&sr=1-216,B07HFCGY93,FLO,EV chargers,995,>400$,30,29850,0.3797353861349133,FLO Home X5 Carbon,NA,26,20.1-40pound,6.89 x 7.6 x 16.73 inches,501-1000sq.inch,30 Amps,21-50AMP,240 Volts,Canada,All of the above,manual
noco genius10 10-amp fully-automatic smart charger 6v and 12v battery charger battery maintainer trickle charger and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENIUS10-Fully-Automatic-Temperature-Compensation/dp/B07W3QT226/ref=sr_1_3?dchild=1&keywords=NOCO&qid=1633502873&sr=8-3,B07W3QT226,Noco,Chargers,99.95,51-100$,3672,367016,4.668976967426845,GENIUS10,NA,6.25e-4,0-1pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius5 5-amp fully-automatic smart charger 6v and 12v battery charger battery maintainer trickle charger and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENIUS5-Fully-Automatic-Temperature-Compensation/dp/B07W8KJH44/ref=sr_1_4?dchild=1&keywords=NOCO&qid=1633502873&sr=8-4,B07W8KJH44,Noco,Chargers,69.95,51-100$,5343,373743,4.754554184932023,GENIUS5,NA,1.59,1.1-2pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius gen5x2 2-bank 10-amp (5-amp per bank) fully-automatic smart marine charger 12v onboard battery charger battery maintainer and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GEN5X2-Fully-Automatic-Temperature-Compensation/dp/B08G3STB1N/ref=sr_1_15?dchild=1&keywords=NOCO&qid=1633502873&sr=8-15,B08G3STB1N,Noco,Chargers,126.05,101-200$,1853,233571,2.9713626088749696,GEN5X2,NA,5.26,5.1-10pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius genpro10x2 2-bank 20-amp (10-amp per bank) fully-automatic smart marine charger 12v onboard battery charger battery maintainer and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENPRO10X2-Fully-Automatic-Temperature-Compensation/dp/B08G3LLZ3D/ref=sr_1_16?dchild=1&keywords=NOCO&qid=1633502873&sr=8-16,B08G3LLZ3D,Noco,Chargers,199.95,101-200$,543,108573,1.381206367799864,GENPRO10X2,NA,8.74,5.1-10pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius genpro10x4 4-bank 40-amp (10-amp per bank) fully-automatic smart marine charger 12v onboard battery charger battery maintainer and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENPRO10X4-Fully-Automatic-Temperature-Compensation/dp/B08G38VWQ6/ref=sr_1_18?dchild=1&keywords=NOCO&qid=1633502873&sr=8-18,B08G38VWQ6,Noco,Chargers,399.95,201-400$,283,113186,1.4398904326655375,GENPRO10X4,NA,16.98,10.1-20pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius genpro10x3 3-bank 30-amp (10-amp per bank) fully-automatic smart marine charger 12v onboard battery charger battery maintainer and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENPRO10X3-Fully-Automatic-Temperature-Compensation/dp/B08G3DLYX8/ref=sr_1_19?dchild=1&keywords=NOCO&qid=1633502873&sr=8-19,B08G3DLYX8,Noco,Chargers,299.95,201-400$,650,194968,2.4802763405008967,GENPRO10X3,NA,13.43,10.1-20pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius2x2 2-bank 4-amp (2-amp per bank) fully-automatic smart charger 6v and 12v battery charger battery maintainer trickle charger and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENIUS2X2-Fully-Automatic-Temperature-Compensation/dp/B08F37P7H3/ref=sr_1_20?dchild=1&keywords=NOCO&qid=1633502873&sr=8-20,B08F37P7H3,Noco,Chargers,99.95,51-100$,938,93753,1.1926744273469523,GENIUS2X2,NA,4.59,2.1-5pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius2 2-amp fully-automatic smart charger 6v and 12v battery charger battery maintainer trickle charger and battery desulfator with temperature compensation,https://www.amazon.com/dp/B07W6B987F,B07W6B987F,Noco,Chargers,49.94,0-50$,3373,168448,2.1429033944272655,GENIUS2,NA,1.23,1.1-2pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius gen5x1 1-bank 5-amp (5-amp per bank) fully-automatic smart marine charger 12v onboard battery charger battery maintainer and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GEN5X1-Fully-Automatic-Temperature-Compensation/dp/B08G3NVR1N/ref=sr_1_21?dchild=1&keywords=NOCO&qid=1633504925&sr=8-21,B08G3NVR1N,Noco,Chargers,68.6,51-100$,618,42395,0.5393260199393518,GEN5X1,NA,2.62,2.1-5pound,NA,NA,NA,NA,NA,China,NA,automatic
noco gc008 x-connect m10 eyelet terminal accessory for noco genius smart battery chargers,https://www.amazon.com/NOCO-GC008-Eyelet-Terminal-Connector/dp/B004LWWNLC/ref=sr_1_22?dchild=1&keywords=NOCO&qid=1633504925&sr=8-22,B004LWWNLC,Noco,Chargers,14.06,0-50$,1058,14875,0.18923162039386382,GC008,NA,0.2,0-1pound,NA,NA,NA,NA,12 Volts,China,NA,manual
noco gc004 x-connect 10-foot (3m) extension cable accessory for noco genius smart battery chargers,https://www.amazon.com/NOCO-GC004-10-Extension-Cable/dp/B004LWV0GQ/ref=sr_1_23?dchild=1&keywords=NOCO&qid=1633504925&sr=8-23,B004LWV0GQ,Noco,Chargers,17.49,0-50$,1223,21390,0.27211188976300826,GC004,GC004,0.41875,0-1pound,NA,NA,NA,NA,12 Volts,China,NA,manual
noco geniuspro25 25-amp fully-automatic professional smart charger 6v 12v and 24v battery charger battery maintainer power supply and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENIUSPRO25-Fully-Automatic-Professional-Compensation/dp/B08Q2WD66S/ref=sr_1_32?dchild=1&keywords=NOCO&qid=1633504925&sr=8-32,B08Q2WD66S,Noco,Chargers,499.95,>400$,69,34497,0.43885198041862994,GENIUSPRO25,NA,7.98,5.1-10pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius2x4 4-bank 8-amp (2-amp per bank) fully-automatic smart charger 6v and 12v battery charger battery maintainer trickle charger and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENIUS2X4-Fully-Automatic-Temperature-Compensation/dp/B08FYS6CL8/ref=sr_1_33?dchild=1&keywords=NOCO&qid=1633504925&sr=8-33,B08FYS6CL8,Noco,Chargers,199.95,101-200$,317,63384,0.8063366068601455,GENIUS2X4,NA,7.78,5.1-10pound,NA,NA,NA,NA,NA,China,NA,automatic
noco nusb211na 10w usb wall charger one size,https://www.amazon.com/NOCO-NUSB211NA-10W-Wall-Charger/dp/B07C2VNQKV/ref=sr_1_34?dchild=1&keywords=NOCO&qid=1633504925&sr=8-34,B07C2VNQKV,Noco,Chargers,10.99,0-50$,1901,20892,0.26577660593402375,NUSB211NA,NA,0.13,0-1pound,NA,NA,NA,NA,NA,China,NA,manual
noco gc002 x-connect m6 eyelet terminal accessory for noco genius smart battery chargers,https://www.amazon.com/NOCO-GC002-Eyelet-Terminal-Connector/dp/B004LWQ35Y/ref=sr_1_37?dchild=1&keywords=NOCO&qid=1633505129&sr=8-37,B004LWQ35Y,Noco,Chargers,10.59,0-50$,1978,20947,0.26647628587497585,GC002,GC002,0.2,0-1pound,NA,NA,NA,NA,12 Volts,China,NA,manual
noco genius gen5x3 3-bank 15-amp (5-amp per bank) fully-automatic smart marine charger 12v onboard battery charger battery maintainer and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GEN5X3-Fully-Automatic-Temperature-Compensation/dp/B08G3F4RN8/ref=sr_1_45?dchild=1&keywords=NOCO&qid=1633505129&sr=8-45,B08G3F4RN8,Noco,Chargers,172.7,101-200$,904,156121,1.9860860374796916,GEN5X3,NA,6.09,5.1-10pound,NA,NA,NA,NA,NA,China,NA,automatic
noco genius g15000 12v/24v 15 amp pro-series battery charger and maintainer,https://www.amazon.com/NOCO-G15000-UltraSafe-Battery-Charger/dp/B00PKIBVU0/ref=sr_1_46?dchild=1&keywords=NOCO&qid=1633505129&sr=8-46,B00PKIBVU0,Noco,Chargers,289.99,201-400$,67,19429,0.24716511950469786,G15000,NA,6.28,5.1-10pound,NA,NA,NA,NA,12 Volts,NA,NA,manual
noco gc003 x-connect 12v dual-size male plug accessory for noco genius smart battery chargers,https://www.amazon.com/NOCO-GC003-12V-Plug-Connector/dp/B004LWWNI0/ref=sr_1_47?dchild=1&keywords=NOCO&qid=1633505129&sr=8-47,B004LWWNI0,Noco,Chargers,17.49,0-50$,180,3148,0.04004713552940392,GC003,NA,0.16,0-1pound,NA,NA,NA,NA,12 Volts,China,NA,manual
noco genius genm3 3-bank 12-amp (4-amp per bank) fully-automatic smart marine charger 12v onboard battery charger and battery maintainer,https://www.amazon.com/NOCO-Genius-GENM3-Battery-Charger/dp/B01FRQTXCC/ref=sr_1_52?dchild=1&keywords=NOCO&qid=1633505129&sr=8-52,B01FRQTXCC,Noco,Chargers,149.95,101-200$,69,10347,0.1316288790732981,GENM3,NA,8.6,5.1-10pound,NA,NA,NA,NA,NA,NA,NA,automatic
noco genius gen4 4-bank 40-amp (10-amp per bank) fully-automatic smart marine charger 12v onboard battery charger and battery maintainer,https://www.amazon.com/NOCO-Genius-GEN4-Battery-Charger/dp/B003JSLWWA/ref=sr_1_55?dchild=1&keywords=NOCO&qid=1633505152&sr=8-55,B003JSLWWA,Noco,Chargers,349.95,201-400$,39,13648,0.17362239698389603,GEN4,NA,16.36,10.1-20pound,NA,NA,NA,NA,NA,NA,NA,automatic
noco gc001 x-connect battery clamp accessory for noco genius smart battery chargers,https://www.amazon.com/NOCO-GC001-Battery-Clamp-Connector/dp/B004LWV0DY/ref=sr_1_56?dchild=1&keywords=NOCO&qid=1633505152&sr=8-56,B004LWV0DY,Noco,Chargers,14.49,0-50$,329,4767,0.06064316870033942,GC001,GC001,0.2625,0-1pound,NA,NA,NA,NA,12 Volts,China,NA,manual
noco genius gen2 2-bank 20-amp (10-amp per bank) fully-automatic smart marine charger 12v onboard battery charger and battery maintainer,https://www.amazon.com/NOCO-Genius-GEN2-Battery-Charger/dp/B003JSJS5I/ref=sr_1_63?dchild=1&keywords=NOCO&qid=1633505152&sr=8-63,B003JSJS5I,Noco,Chargers,169.95,101-200$,106,18015,0.22917698429549288,GEN2,NA,9.06,5.1-10pound,NA,NA,NA,NA,NA,NA,NA,automatic
schumacher sc1281 100 amp 30 amp 6v/12v fully automatic smart battery charger 100a engine starter and 30a boost maintainer and auto desulfator advanced diagnostic testing,https://www.amazon.com/Schumacher-SC1281-Automatic-Battery-Charger/dp/B07BLLRM8R/ref=sr_1_83?dchild=1&keywords=NOCO&qid=1633505170&sr=8-83,B07BLLRM8R,Noco,Chargers,79.94,51-100$,3018,241259,3.069165143166601,SC1281,NA,12.65,10.1-20pound,NA,NA,NA,NA,120 Volts,Mexico,NA,automatic
noco gc012 x-connect obd-ii adapter accessory for noco genius smart battery chargers one size,https://www.amazon.com/NOCO-GC012-X-Connect-OBDII-Plug/dp/B009MI9JO4/ref=sr_1_99?dchild=1&keywords=NOCO&qid=1633505170&sr=8-99,B009MI9JO4,Noco,Chargers,NA,NA,30,0,0,GC012,NA,0.044,0-1pound,NA,NA,NA,NA,12 Volts,NA,NA,manual
ctek (40-255) ct5 time to go-12 volt battery charger and maintainer with accessories,https://www.amazon.com/CTEK-40-255-Battery-Maintainer-Accessories/dp/B07CWBY39W/ref=sr_1_99?dchild=1&keywords=NOCO&qid=1633505209&sr=8-99,B07CWBY39W,Noco,Chargers,99.13,51-100$,95,9417,0.11979792734447163,CT5 Time To Go,NA,1.81,1.1-2pound,NA,NA,4.3 Amps,0-20AMP,NA,China,NA,manual
schumacher sc1308 2/12/30/100a 6v/12v battery charger and engine starter,https://www.amazon.com/Schumacher-SC1308-Automatic-Advanced-Diagnostic/dp/B07897HX4W/ref=sr_1_103?dchild=1&keywords=NOCO&qid=1633505209&sr=8-103,B07897HX4W,Noco,Chargers,99.98,51-100$,594,59388,0.7555016787866073,SC1308,NA,12.63,10.1-20pound,NA,NA,NA,NA,NA,China,NA,manual
onebuy car battery charger 12v/8a 24v/4a automotive smart battery trickle charger maintainer for car motorcycle rv suv lawn mower boat rv suv atv marine sealed lead acid battery and more,https://www.amazon.com/Battery-Charger-Automotive-Maintainer-Motorcycle/dp/B08Z3PQ64W/ref=sr_1_106?dchild=1&keywords=NOCO&qid=1633505209&sr=8-106,B08Z3PQ64W,Noco,Chargers,29.99,0-50$,77,2309,0.02937383606651641,NA,NA,1.5,1.1-2pound,9.09 x 5.2 x 2.6 inches,101-200sq.inch,NA,NA,NA,NA,NA,manual
ctek - 40-206 mxs 5.0 fully automatic 4.3 amp battery charger and maintainer 12v,https://www.amazon.com/CTEK-40-206-5-0-12-Battery-Charger/dp/B00CD44RQO/ref=sr_1_110?dchild=1&keywords=NOCO&qid=1633505209&sr=8-110,B00CD44RQO,Noco,Chargers,83.99,51-100$,2048,172012,2.1882426546009617,CTEK MXS 5.0,40-206,1.79,1.1-2pound,NA,NA,NA,NA,12 Volts,China,NA,automatic
riimone smart battery charger trickle chargers and maintainer automotive charging accessories with temperature compensation lifepo4 deep cycle batteries charger - 6amp 6v/12v,https://www.amazon.com/dp/B08VVJVSHH,B08VVJVSHH,Noco,Chargers,49.99,0-50$,35,1750,0.022262543575748688,NA,NA,1.5,1.1-2pound,NA,NA,NA,NA,NA,NA,NA,manual
battery tender 4 amp car battery charger and maintainer: switchable 6v / 12v automotive battery charger and maintainer for cars trucks and suvs lead acid & lithium battery charger - 022-0209-bt-wh,https://www.amazon.com/dp/B07XMJDJX7,B07XMJDJX7,Noco,Chargers,69.95,51-100$,2041,142768,1.8162164692699934,"4A Selectable Charger is an AGM/Standard or GEL/Lithium Iron Switchable, 12v or 6v Switchable, Includes Rings & Clips",NA,2.52,2.1-5pound,NA,NA,NA,NA,NA,NA,NA,manual
suhu car battery charger 12v/8a 24v/4a smart automatic battery charger maintainer trickle charger for car truck motorcycle lawn mower boat marine rv suv atv sla wet agm gel cell lead acid battery,https://www.amazon.com/dp/B08GRRRNCK,B08GRRRNCK,Noco,Chargers,29.99,0-50$,1478,44325,0.5638784251400346,NA,NA,1.23,1.1-2pound,NA,NA,NA,NA,NA,NA,NA,automatic
protective case compatible with noco genius 5/genius 2 fully-automatic smart charger hard case with mesh pocket for noco 5-amp/2-amp battery chargers,https://www.amazon.com/dp/B08RMSJXHL,B08RMSJXHL,Noco,Chargers,14.99,0-50$,83,1244,0.015825488118989352,NA,NA,0.56875,0-1pound,10.04 x 8.19 x 3.43 inches,2011-500sq.inch,NA,NA,NA,NA,NA,automatic
tpe automatic smart battery charger fully automotive battery charger 6v 1.25a battery maintainer 6v/12v trickle charger battery charger for car motorcycle sla agm gel cell lead acid battery,https://www.amazon.com/dp/B093SWR339,B093SWR339,Noco,Chargers,19.95,0-50$,30,599,0.007620150629641978,NA,NA,1,0-1pound,6.77 x 4.09 x 3.23 inches,51-100sq.inch,NA,NA,NA,China,NA,automatic
portable protective case compatible with noco genius 10 fully-automatic smart charger hard case with mesh pocket for noco 10-amp battery chargers,https://www.amazon.com/dp/B08RN2H6YN,B08RN2H6YN,Noco,Chargers,18.99,0-50$,189,3589,0.04565729651049259,NA,NA,0.75,0-1pound,10.75 x 9.53 x 3.94 inches,2011-500sq.inch,NA,NA,NA,NA,NA,automatic
amazon basics battery charger 12 volt 2a,https://www.amazon.com/dp/B07TZ12D18,B07TZ12D18,Noco,Chargers,25.46,0-50$,1062,27039,0.343975380425525,NA,NA,0.7,0-1pound,NA,NA,NA,NA,NA,Mexico,NA,manual
schumacher dsr proseries battery charger flash reprogrammer and power supply with battery support - 100a 12v,https://www.amazon.com/dp/B0756NVGHV,B0756NVGHV,Schumacher,Chargers,642.85,>400$,70,45000,0.5724654062335377,"Schumacher DSR ProSeries Battery Charger, Flash Reprogrammer, and Power Supply with Battery Support - 100A, 12V",NA,16,10.1-20pound,NA,NA,NA,NA,NA,China,NA,manual
schumacher fully automatic battery charger maintainer and auto desulfator with battery detection - 15 amp/3 amp 6v/12v - for cars trucks suvs marine rvs,https://www.amazon.com/dp/B0789697JT,B0789697JT,Schumacher,Chargers,65.09,51-100$,428,27859,0.3544069722724472,SC1359,NA,3.29,2.1-5pound,NA,NA,NA,NA,NA,China,NA,automatic
schumacher dsr proseries automatic smart battery charger/maintainer - 10 amps 6v/12v 4-bank- for cars motorcycles lawn tractors power sports marine batteries,https://www.amazon.com/dp/B07KGB263Y,B07KGB263Y,Schumacher,Chargers,285.08,201-400$,125,35635,0.45332899446960256,NA,NA,16.3,10.1-20pound,NA,NA,NA,NA,NA,Mexico,NA,automatic
schumacher battery charger with engine starter boost and maintainer - 200 amp/40 amp 6v/12v - for cars trucks suvs marine rv batteries,https://www.amazon.com/dp/B0756MDZ1F,B0756MDZ1F,Schumacher,Chargers,158.39,101-200$,340,53853,0.6850884338198823,SC1309,NA,29.9,20.1-40pound,31 x 12 x 12 inches,>1000sq.inch,NA,NA,NA,Mexico,NA,manual
schumacher fully automatic battery charger and maintainer 15 amp/3 amp 6v/12v - for marine and automotive batteries,https://www.amazon.com/dp/B0797KK3N2,B0797KK3N2,Schumacher,Chargers,53.67,51-100$,3276,175823,2.2367241137822065,SC1280,NA,3.05,2.1-5pound,NA,NA,NA,NA,NA,Mexico,NA,automatic
schumacher fully automatic direct-mount under-the-hood battery charger/maintainer with battery detection - 1.5 amp 6v/12v - for cars motorcycles lawn tractors power sports,https://www.amazon.com/dp/B07894CFCR,B07894CFCR,Schumacher,Chargers,27.99,0-50$,565,15814,0.201177065203937,1.5AMP BATT MAINT,NA,0.7,0-1pound,NA,NA,NA,NA,12 Volts,China,NA,automatic
schumacher sc1319 1.5 amp 6v/12v fully automatic smart battery charger/maintainer with battery detection for cars motorcycles lawn tractors power sports marine batteries,https://www.amazon.com/dp/B0756Q88J5,B0756Q88J5,Schumacher,Chargers,29.91,0-50$,826,24706,0.31429622947568403,SC1319,NA,1.23,1.1-2pound,7.09 x 5.2 x 3.43 inches,101-200sq.inch,NA,NA,NA,China,NA,automatic
schumacher dsr131 dsr proseries 250 amp(12v) 125 amp(6v) 50 amp 6v/12v fully automatic pro smart battery charger with engine starter boost and maintainer for automotive shop/dealer use,https://www.amazon.com/dp/B07DM2PSRY,B07DM2PSRY,Schumacher,Chargers,170.99,101-200$,572,97806,1.2442344782683863,DSR131,NA,33,20.1-40pound,NA,NA,NA,NA,120 Volts,Mexico,NA,automatic
schumacher fully automatic battery charger and maintainer - 10 amp/2 amp 12v - for automotive marine and power sport batteries,https://www.amazon.com/dp/B079C5SZ2H,B079C5SZ2H,Schumacher,Chargers,38.82,0-50$,217,8424,0.10716552404691825,Schumacher SC1282 Battery Charger,NA,1,0-1pound,NA,NA,NA,NA,NA,Mexico,NA,automatic
schumacher battery charger engine starter boost maintainer and auto desulfator - 50 amp/10 amp 12v - for cars trucks suvs and rvs,https://www.amazon.com/dp/B0756MDZ1L,B0756MDZ1L,Schumacher,Chargers,97.9,51-100$,90,8811,0.11208872654052666,SC1305,NA,10.47,10.1-20pound,11.1 x 10.67 x 5.47 inches,501-1000sq.inch,NA,NA,NA,Mexico,NA,manual
schumacher automatic battery charger and engine starter - 200 amp 12v - cars suvs and small trucks,https://www.amazon.com/dp/B07BLP573M,B07BLP573M,Schumacher,Chargers,124.85,101-200$,118,14732,0.18741245254738836,SC1285,NA,29,20.1-40pound,NA,NA,NA,NA,12 Volts,Mexico,NA,automatic
noco genius1 1-amp fully-automatic smart charger 6v and 12v battery charger battery maintainer trickle charger and battery desulfator with temperature compensation,https://www.amazon.com/dp/B07W46BX31,B07W46BX31,Schumacher,Chargers,29.95,0-50$,12596,377250,4.799168322257824,GENIUS1,NA,0.76875,0-1pound,NA,NA,NA,NA,NA,China,NA,automatic
schumacher battery charger with engine starter boost and maintainer - 250 amp/40 amp 6v/12v - for cars trucks suvs marine rv batteries,https://www.amazon.com/dp/B07DLTXNVY,B07DLTXNVY,Schumacher,Chargers,192.17,101-200$,43,8263,0.10511737003794937,SC1325,NA,29.9,20.1-40pound,NA,NA,NA,NA,NA,Mexico,NA,manual
schumacher dsr proseries fully automatic battery charger with engine starter boost and maintainer - 330 peak amp 6v/12v/24v - for suvs trucks and large engines and automotive shop/dealer use,https://www.amazon.com/dp/B07CLBDKT1,B07CLBDKT1,Schumacher,Chargers,561.05,>400$,75,42079,0.5353060406422451,DSR124 ProSeries 330,NA,70,>40pound,34 x 20.5 x 16.5 inches,>1000sq.inch,NA,NA,NA,Mexico,NA,automatic
schumacher cable connector for battery chargers and maintainers - with quick-connect ring terminal,https://www.amazon.com/dp/B003WDDLTO,B003WDDLTO,Schumacher,Chargers,5.91,0-50$,882,5213,0.066316936948787375,WM-12,NA,0.05,0-1pound,NA,NA,NA,NA,NA,China,NA,manual
schumacher fully automatic battery charger maintainer and auto desulfator - 8 amp/2 amp 6v/12v - for cars trucks suvs rv batteries,https://www.amazon.com/dp/B078FHH9QC,B078FHH9QC,Schumacher,Chargers,54.99,51-100$,63,3464,0.044067114826510545,"Schumacher Fully Automatic Battery Charger, Maintainer, and Desulfator - 8 Amp/2 Amp, 6V/12V - Cars, Trucks, SUVs, RVs",NA,3.5,2.1-5pound,8.9 x 8.8 x 4.7 inches,2011-500sq.inch,NA,NA,NA,China,NA,automatic
schumacher sc1279 8a 12v rapid charger,https://www.amazon.com/dp/B07DM22XTN,B07DM22XTN,Schumacher,Chargers,30.51,0-50$,60,1831,0.02329298130696905,SC1279,NA,2.13,2.1-5pound,9.37 x 8.23 x 3.03 inches,2011-500sq.inch,NA,NA,NA,China,NA,manual
schumacher battery charger for ride-on toys - 3a 6/12v - for peg perego power wheels action wheels kid trax rollplay pulse performance products dynacraft huffy and razor,https://www.amazon.com/dp/B07DM2CCVV,B07DM2CCVV,Schumacher,Chargers,29.92,0-50$,64,1915,0.02436158339860499,CR6,NA,1.4,1.1-2pound,7.28 x 6.85 x 4.06 inches,2011-500sq.inch,NA,NA,NA,China,NA,manual
diehard 71345 6/12v platinum smart wheel battery charger and 60/275a maintainer,https://www.amazon.com/dp/B07777DRXG,B07777DRXG,Schumacher,Chargers,228.35,201-400$,120,27402,0.34859326803580887,NA,NA,39.2,20.1-40pound,NA,NA,NA,NA,12 Volts,Mexico,NA,manual
schumacher fully automatic battery charger with engine starter boost maintainer - with advanced diagnostic testing - 85 amp/30 amp 6v/12v - for cars trucks suvs marine rv batteries,https://www.amazon.com/dp/B07894CFCV,B07894CFCV,Schumacher,Chargers,98.03,51-100$,50,4902,0.06236056491904004,SC1362,NA,12.63,10.1-20pound,NA,NA,NA,NA,NA,China,NA,automatic
schumacher fully automatic battery charger maintainer and starter  50 amp/10 amp 12v - car suv and small trucks,https://www.amazon.com/dp/B07895WM6P,B07895WM6P,Schumacher,Chargers,64.99,51-100$,69,4484,0.05704299736780406,SC1361,NA,10.5,10.1-20pound,NA,NA,NA,NA,NA,China,NA,automatic
schumacher solar charge controller 12v - for lead-acid batteries and solar panels,https://www.amazon.com/dp/B00752TRNW,B00752TRNW,Schumacher,Chargers,20.83,0-50$,94,1958,0.024908605897894818,SPC-7A,NA,0.2,0-1pound,NA,NA,7 Amps,0-20AMP,NA,China,NA,manual
schumacher-sc1389 fully automatic direct-mount 3-battery charger and maintainer - 15 amp 12v - for marine batteries,https://www.amazon.com/dp/B07VLCW82P,B07VLCW82P,Schumacher,Chargers,175.63,101-200$,30,5269,0.06702933834321133,NA,NA,6.25e-4,0-1pound,NA,NA,NA,NA,NA,China,NA,automatic
schumacher fully automatic battery charger with engine starter boost maintainer and advanced diagnostic testing - 85 amp/30 amp 6v/12v - for cars trucks suvs rvs,https://www.amazon.com/dp/B0756PG828,B0756PG828,Schumacher,Chargers,104.99,101-200$,23,2415,0.03072231013453319,SC1307,NA,12.51,10.1-20pound,11.22 x 10.47 x 7.4 inches,501-1000sq.inch,NA,NA,NA,China,NA,automatic
schumacher battery charger with engine starter boost and maintainer - 200 amp/40 amp 12v - for cars trucks suvs rv batteries,https://www.amazon.com/dp/B07BVFGVQ1,B07BVFGVQ1,Schumacher,Chargers,148.29,101-200$,111,16460,0.20939512414675623,SC1353,NA,27,20.1-40pound,NA,NA,NA,NA,NA,Mexico,NA,manual
schumacher universal battery charger for ride-on toys - 1.5 amp 24v - for dynacraft razor huffy - connectors included,https://www.amazon.com/dp/B07DM1TXPD,B07DM1TXPD,Schumacher,Chargers,34.43,0-50$,23,792,0.010075391149710263,CR8,NA,1.4,1.1-2pound,7.3 x 6.9 x 4.1 inches,2011-500sq.inch,NA,NA,NA,China,NA,manual
schumacher universal battery charger for ride-on toys - 1.5 amp 24v - power wheels peg perego and more,https://www.amazon.com/dp/B005F1YJA6,B005F1YJA6,Schumacher,Chargers,27,0-50$,79,2133,0.02713486025546968,"Schumacher Charge n' Ride Charger Maintainer, 24V, 1.5 Amp",NA,1.25,1.1-2pound,NA,NA,NA,NA,NA,China,NA,manual
schumacher fully automatic battery charger maintainer and auto desulfator - 10 amp/3 amp 6v/12v - for cars trucks suvs rv batteries,https://www.amazon.com/dp/B07895MCD6,B07895MCD6,Schumacher,Chargers,60.82,51-100$,30,1825,0.023216652586137917,SC1322,NA,2.3,2.1-5pound,9.4 x 8.3 x 3.9 inches,2011-500sq.inch,NA,NA,NA,China,NA,automatic
